gid,role,role_score,cluster_id,priority_score,evidence,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,pass_through,seed_exposure,n_seed_up2,betweenness,fast_forward_share,fast_transit_share,same_day_transit_share_upper_bound,sync_in_days,sync_max_payers,transit_observation_complete_share,repeated_route_count,likely_true_terminal,terminal_unknown,transit_seed_caveat,depth,is_seed,truncated_by_depth
100000000331309100,coordinator,0.7,5,0.8914,"Верхний 1% по посредничеству, связан с 1 ключевыми узлами; вход 5 (985 тыс ₸), выход 99; сам — распределитель",5,99,984635.0,23001375.0,8,126,0.000875689903807376,23.360306103276848,0.00026024852107650966,3,0.004557234050267506,0.3584307459880116,1.0,1.0,1,3,1.0,3,False,False,False,2,False,False
100000000332284100,consolidator,1.0,5,0.7685,"Сбор от 10 разных плательщиков (107 тыс ₸; порог ≥5), отдаёт дальше 269%",10,3,107426.0,289500.0,12,3,0.0007170946224349073,2.69487833485376,9.2120001491897e-06,1,0.0001091372663902734,1.0,0.10705043471785229,0.2047921359819783,1,3,0.48591588628451216,0,False,False,False,2,False,False
100000000343175100,distributor,1.0,11,0.9169,"Веер на 31 получателей (4.0 млн ₸; порог ≥10), входящих от 8 (seed: входящие занижены выгрузкой)",8,31,178712.0,4000039.0,14,33,0.000713258197938405,22.382598818210305,0.007230855110955374,3,0.0010946926090299827,1.0,0.7286136353462555,0.9692242266887506,0,2,1.0,0,False,False,True,0,True,False
100000000369781100,peripheral,0.3,5,0.1794,4-е колено: обход остановился здесь (исходящие не выгружались); получил 5 тыс ₸ от 1,1,0,5000.0,0.0,1,0,0.0005324777910582564,0.0,1.154595453763475e-06,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000000375150100,peripheral,0.3,13,0.43,4-е колено: обход остановился здесь (исходящие не выгружались); получил 300 тыс ₸ от 1,1,0,300000.0,0.0,1,0,0.0007463802351751577,0.0,2.734713314450644e-05,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000000404740100,peripheral,0.3,26,0.1798,4-е колено: обход остановился здесь (исходящие не выгружались); получил 25 тыс ₸ от 1,1,0,25000.0,0.0,1,0,0.0005579900727464834,0.0,2.076512616856463e-07,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000000408846100,peripheral,0.2,27,0.1919,"Разовый получатель: 40 тыс ₸ от 1, дальше не переводил",1,0,40500.0,0.0,1,0,0.0002957255734808806,0.0,1.3481991481591136e-07,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000000413678100,peripheral,0.2,6,0.448,"Признаков роли нет: вход 2 (306 тыс ₸), выход 3 (528 тыс ₸)",2,3,306500.0,528198.0,2,18,0.00030069885417385005,1.723321370309951,1.5150215262829533e-06,0,5.7660733753642434e-05,0.14767000253692744,0.23490701468189235,0.25448287112561174,0,2,1.0,0,False,False,False,3,False,False
100000000424935100,peripheral,0.3,28,0.13,4-е колено: обход остановился здесь (исходящие не выгружались); получил 15 тыс ₸ от 1,1,0,15000.0,0.0,1,0,0.0003014479732354374,0.0,5.236084197694782e-08,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000000425407100,peripheral,0.2,3,0.2604,"Разовый получатель: 20 тыс ₸ от 1, дальше не переводил",1,0,20000.0,0.0,1,0,0.00030509459327138135,0.0,5.961214007192576e-06,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,2,False,False
100000000437046100,coordinator,0.8,0,0.8826,"Связка сбор→раздача: получает от точки сбора, передаёт 3 распределителям; вход 9 (1.1 млн ₸), выход 42; сам — распределитель",9,42,1107200.0,7606224.0,20,73,0.0007924860106097876,6.86978323699422,5.996222393929523e-05,1,0.00219714849479704,0.8674551262229458,0.8645231213872833,0.89628612716763,1,3,1.0,9,False,False,False,2,False,False
100000000440392100,peripheral,0.2,4,0.4143,"Разовый получатель: 106 тыс ₸ от 1, дальше не переводил",1,0,105705.0,0.0,4,0,0.0002969344900653258,0.0,5.50532395501016e-05,1,0.0,,0.0,0.0,0,1,1.0,2,True,False,False,1,False,False
100000000456947100,peripheral,0.1,72,0.3492,Seed без переводов ≥ 5 000 ₸ внутри банка за июль,0,0,0.0,0.0,0,0,0.0002855692942172909,,0.005679338605325055,0,0.0,,0.0,0.0,0,0,0.0,0,False,False,True,0,True,False
100000000470237100,peripheral,0.3,28,0.3049,4-е колено: обход остановился здесь (исходящие не выгружались); получил 32 тыс ₸ от 1,1,0,32500.0,0.0,1,0,0.0005846333941764127,0.0,1.0528613310352431e-05,0,0.0,,0.0,0.0,0,1,0.0,0,False,True,False,4,False,True
100000000481716100,peripheral,0.2,7,0.1617,"Разовый получатель: 8 тыс ₸ от 1, дальше не переводил",1,0,8000.0,0.0,1,0,0.0003771539261882796,0.0,5.870828646267587e-07,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000000489417100,transit,1.0,13,0.6555,Отдаёт дальше 109% полученного (74 тыс ₸ → 80 тыс ₸); 100% исходящих по датам близки к поступлениям (0–2 дн.; суммы не сопоставлены),3,1,73504.0,80000.0,3,1,0.0005517574141078733,1.0883761427949499,2.500574419165982e-05,1,1.4045481435864877e-05,1.0,0.0,0.27209403569873747,0,2,1.0,0,False,False,False,2,False,False
100000000490383100,peripheral,0.2,4,0.4667,"Признаков роли нет: вход 3 (63 тыс ₸), выход 8 (461 тыс ₸)",3,8,62600.0,461375.0,3,9,0.0005480373500605439,7.37020766773163,4.888829839419608e-06,1,5.1650279261567445e-05,0.01083717149823896,0.0,0.07987220447284345,0,1,1.0,0,False,False,False,2,False,False
100000000500040100,peripheral,0.3,0,0.1454,4-е колено: обход остановился здесь (исходящие не выгружались); получил 20 тыс ₸ от 1,1,0,20000.0,0.0,1,0,0.00030605044673656407,0.0,6.055393646204714e-08,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000000507799100,peripheral,0.2,38,0.2929,"Признаков роли нет: вход 1 (5 тыс ₸), выход 1 (8 тыс ₸)",1,1,5132.0,8000.0,1,1,0.0002861210768679897,1.558846453624318,2.6728463683943185e-06,1,0.00011532146750728487,0.0,0.0,0.0,0,1,1.0,0,False,False,False,1,False,False
100000000533217100,peripheral,0.2,0,0.4039,"Разовый получатель: 54 тыс ₸ от 1, дальше не переводил",1,0,53587.0,0.0,1,0,0.0006536029907362595,0.0,0.00011286052700583128,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,2,False,False
100000000534581100,transit,0.75,6,0.4275,Отдаёт дальше 71% полученного (56 тыс ₸ → 40 тыс ₸),2,1,55960.0,40000.0,2,1,0.0002984533219886514,0.7147962830593281,6.819864402738206e-07,0,1.922024458454748e-05,0.0,0.0,0.0,0,1,1.0,0,False,False,False,3,False,False
100000000542087100,peripheral,0.3,36,0.0798,4-е колено: обход остановился здесь (исходящие не выгружались); получил 9 тыс ₸ от 1,1,0,8506.91,0.0,1,0,0.0002864146027372091,0.0,2.816240029619419e-09,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000000552584100,peripheral,0.2,24,0.5629,"Признаков роли нет: вход 1 (2.5 млн ₸), выход 1 (58 тыс ₸)",1,1,2500000.0,57500.0,3,1,0.0013254360037725063,0.023,0.0012054227074222766,0,0.0,0.0,0.0,0.0,0,1,1.0,0,False,False,False,3,False,False
100000000555721100,terminal,0.7,0,0.5027,Получил 113 тыс ₸ от 2 плательщиков и не переводил дальше (колено 1 — обход продолжался бы),2,0,113000.0,0.0,3,0,0.00030809196179581376,0.0,0.00011992578834203425,1,0.0,,0.0,0.0,0,2,1.0,0,True,False,False,1,False,False
100000000557536100,peripheral,0.3,36,0.2359,4-е колено: обход остановился здесь (исходящие не выгружались); получил 153 тыс ₸ от 1,1,0,153000.0,0.0,7,0,0.00030077248827335636,0.0,5.065114413244893e-08,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000000560751100,peripheral,0.2,13,0.2329,"Разовый получатель: 25 тыс ₸ от 1, дальше не переводил",1,0,25000.0,0.0,1,0,0.0005524500973404968,0.0,1.3090165793774408e-06,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000000561160100,peripheral,0.3,3,0.3057,4-е колено: обход остановился здесь (исходящие не выгружались); получил 240 тыс ₸ от 1,1,0,240000.0,0.0,1,0,0.00043625462329844033,0.0,5.93315353405961e-07,0,0.0,,0.0,0.0,0,1,0.0,0,False,True,False,4,False,True
100000000569479100,terminal,0.6,0,0.4268,Получил 320 тыс ₸ от 1 плательщиков и не переводил дальше (колено 3 — обход продолжался бы),1,0,320000.0,0.0,1,0,0.0003949532398197791,0.0,4.267053569476e-06,0,0.0,,0.0,0.0,0,1,0.0,0,True,False,False,3,False,False
100000000572276100,peripheral,0.2,1,0.2026,"Признаков роли нет: вход 1 (13 тыс ₸), выход 1 (35 тыс ₸)",1,1,13075.0,34547.0,1,1,0.00028761001118010675,2.6422179732313578,9.946515956534371e-09,0,1.387027959709612e-06,0.0,0.0,0.0,0,1,1.0,0,False,False,False,3,False,False
100000000580561100,peripheral,0.2,44,0.661,"Признаков роли нет: вход 2 (28 тыс ₸), выход 3 (1.5 млн ₸) (seed: входящие занижены выгрузкой)",2,3,27980.0,1488077.0,3,13,0.0008349888856684653,53.183595425303785,0.007630164665355915,0,1.1888811083225246e-06,0.5712070007130008,0.8463187991422445,0.8463187991422445,0,1,1.0,1,False,False,True,0,True,False
100000000581662100,peripheral,0.3,9,0.1339,4-е колено: обход остановился здесь (исходящие не выгружались); получил 21 тыс ₸ от 1,1,0,21160.0,0.0,1,0,0.00030291662853066217,0.0,2.0620180403783898e-08,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000000581682100,peripheral,0.3,28,0.0855,4-е колено: обход остановился здесь (исходящие не выгружались); получил 5 тыс ₸ от 1,1,0,5000.0,0.0,1,0,0.0002908621872233397,0.0,1.7453613992315943e-08,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000000583220100,peripheral,0.2,67,0.3784,"Признаков роли нет: вход 1 (5 тыс ₸), выход 1 (761 тыс ₸)",1,1,5000.0,761255.0,1,4,0.0002981132552282115,152.251,4.624366602655411e-08,0,1.9616538287321655e-05,0.052544810871521366,1.0,1.0,0,1,1.0,0,False,False,False,3,False,False
100000000594783100,transit,0.75,24,0.7459,Отдаёт дальше 6% полученного (2.6 млн ₸ → 152 тыс ₸); 100% исходящих по датам близки к поступлениям (0–2 дн.; суммы не сопоставлены),1,2,2635000.0,152500.0,10,2,0.0013815888060884878,0.05787476280834915,0.0012705155336230796,0,0.0,1.0,0.022770398481973434,0.05787476280834915,0,1,1.0,1,False,False,False,3,False,False
100000000596954100,transit,0.75,3,0.6886,Отдаёт дальше 40% полученного (120 тыс ₸ → 48 тыс ₸); 100% исходящих по датам близки к поступлениям (0–2 дн.; суммы не сопоставлены),1,2,120000.0,48100.0,1,2,0.0005156144546495897,0.4008333333333333,6.815899166172978e-05,1,4.834783173844933e-05,1.0,0.4008333333333333,0.4008333333333333,0,1,1.0,0,False,False,False,2,False,False
100000000600707100,peripheral,0.3,37,0.3731,4-е колено: обход остановился здесь (исходящие не выгружались); получил 89 тыс ₸ от 1,1,0,89000.0,0.0,2,0,0.0005701602511841814,0.0,2.2747059404033312e-05,0,0.0,,0.0,0.0,0,1,0.43820224719101125,0,False,True,False,4,False,True
100000000607731100,peripheral,0.2,29,0.493,"Признаков роли нет: вход 1 (20 тыс ₸), выход 1 (67 тыс ₸)",1,1,20000.0,66666.0,1,1,0.0003175358448925586,3.3333,0.00038525622412198936,1,5.944405541612623e-07,0.0,0.0,0.0,0,1,1.0,0,False,False,False,1,False,False
100000000607941100,peripheral,0.2,4,0.4293,"Признаков роли нет: вход 2 (50 тыс ₸), выход 1 (70 тыс ₸)",2,1,50000.0,70000.0,3,4,0.0005785720589504693,1.4,3.4749530821656987e-06,1,5.7660733753642434e-05,0.2857142857142857,0.2,0.4,0,1,1.0,0,False,False,False,2,False,False
100000000608031100,peripheral,0.3,16,0.1815,4-е колено: обход остановился здесь (исходящие не выгружались); получил 30 тыс ₸ от 1,1,0,30000.0,0.0,1,0,0.0005386366709608574,0.0,1.3376683500566214e-07,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000000611474100,peripheral,0.2,23,0.3049,"Разовый получатель: 32 тыс ₸ от 1, дальше не переводил",1,0,32000.0,0.0,1,0,0.0005956216679556007,0.0,1.1708548833465092e-05,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000000625169100,peripheral,0.2,1,0.1414,"Разовый получатель: 10 тыс ₸ от 1, дальше не переводил",1,0,10000.0,0.0,1,0,0.00028896566732328953,0.0,2.3138856281941492e-07,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,2,False,False
100000000627521100,peripheral,0.3,39,0.0786,4-е колено: обход остановился здесь (исходящие не выгружались); получил 6 тыс ₸ от 1,1,0,6500.0,0.0,1,0,0.00028609897888673294,0.0,4.8432760380671035e-09,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000000629812100,terminal,0.7,55,0.3089,Получил 22 тыс ₸ от 2 плательщиков и не переводил дальше (колено 2 — обход продолжался бы),2,0,22000.0,0.0,2,0,0.0002979840074392023,0.0,2.568888813847603e-06,2,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,2,False,False
100000000634341100,peripheral,0.3,0,0.2448,4-е колено: обход остановился здесь (исходящие не выгружались); получил 24 тыс ₸ от 1,1,0,24000.0,0.0,2,0,0.00055493827193886,0.0,1.9911025999782126e-06,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000000640800100,peripheral,0.2,6,0.3882,"Признаков роли нет: вход 1 (80 тыс ₸), выход 4 (518 тыс ₸)",1,4,80000.0,518135.0,1,6,0.00030324034248046286,6.4766875,2.1636819711257914e-07,0,0.000145174954828096,0.031096142897121405,0.0,0.2014,0,1,1.0,0,False,False,False,3,False,False
100000000646541100,terminal,0.8,0,0.3579,Получил 25 тыс ₸ от 3 плательщиков и не переводил дальше (колено 2 — обход продолжался бы),3,0,25300.0,0.0,4,0,0.0005058630830440055,0.0,7.911282595179156e-06,1,0.0,,0.0,0.0,0,1,0.6047430830039525,0,True,False,False,2,False,False
100000000655469100,peripheral,0.3,22,0.2472,4-е колено: обход остановился здесь (исходящие не выгружались); получил 20 тыс ₸ от 1,1,0,20000.0,0.0,2,0,0.0003454311507267085,0.0,3.055390103429942e-06,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000000656682100,transit,0.75,0,0.4639,Отдаёт дальше 113% полученного (71 тыс ₸ → 80 тыс ₸),1,2,71000.0,80000.0,1,3,0.0002895680118780556,1.1267605633802817,1.0546314793860147e-06,0,3.844048916909496e-05,0.0,0.0,0.0,0,1,1.0,0,False,False,False,3,False,False
100000000661131100,peripheral,0.2,1,0.1049,"Разовый получатель: 16 тыс ₸ от 1, дальше не переводил",1,0,15600.0,0.0,1,0,0.00028800410757254345,0.0,1.1867353646037185e-08,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000000661912100,consolidator,0.5,6,0.7476,"Сбор от 5 разных плательщиков (393 тыс ₸; порог ≥5), отдаёт дальше 110%",5,2,393036.0,430700.0,9,8,0.0017491597591117625,1.0958283719557496,0.0001306925172965196,1,0.001333690545207292,0.75156721615974,0.1280060859565027,0.6950203034836504,0,2,1.0,0,False,False,False,1,False,False
100000000667713100,peripheral,0.2,4,0.5543,"Признаков роли нет: вход 2 (119 тыс ₸), выход 6 (79 тыс ₸)",2,6,119495.0,79236.0,10,7,0.0003201059721320319,0.663090505878907,5.6120733580086465e-05,1,0.00013967625368757418,0.4726386995809985,0.2067032093393029,0.3134022344031131,0,1,1.0,2,False,False,False,1,False,False
100000000673868100,transit,0.75,30,0.6917,Отдаёт дальше 19% полученного (2.0 млн ₸ → 383 тыс ₸); 76% исходящих по датам близки к поступлениям (0–2 дн.; суммы не сопоставлены),1,5,2030650.0,383000.0,5,19,0.0011728050936714379,0.18860955851574618,6.919616463270254e-06,0,4.1016398237127094e-05,0.762402088772846,0.12902272671312143,0.1437963213749292,0,1,1.0,1,False,False,False,3,False,False
100000000673915100,peripheral,0.3,36,0.1175,4-е колено: обход остановился здесь (исходящие не выгружались); получил 20 тыс ₸ от 1,1,0,20200.0,0.0,1,0,0.0002875765133018172,0.0,6.687275238401754e-09,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000000703894100,peripheral,0.2,29,0.5283,"Признаков роли нет: вход 1 (120 тыс ₸), выход 1 (35 тыс ₸)",1,1,120000.0,35000.0,1,1,0.00047736859826889746,0.2916666666666667,0.002311537344731936,1,5.944405541612623e-07,0.0,0.0,0.0,0,1,1.0,0,False,False,False,1,False,False
100000000703902100,peripheral,0.2,1,0.3349,"Разовый получатель: 25 тыс ₸ от 1, дальше не переводил",1,0,25499.0,0.0,1,0,0.00029092123563524295,0.0,3.787084823554977e-05,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,1,False,False
100000000704700100,peripheral,0.3,25,0.1973,4-е колено: обход остановился здесь (исходящие не выгружались); получил 10 тыс ₸ от 1,1,0,10000.0,0.0,1,0,0.000533255171856773,0.0,1.3140327831385276e-06,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000000706545100,peripheral,0.2,4,0.6257,"Признаков роли нет: вход 3 (1.1 млн ₸), выход 1 (76 тыс ₸)",3,1,1070300.0,75800.0,8,3,0.0032266260404967403,0.07082126506586939,0.0013407611246313057,1,1.9616538287321655e-05,0.0,0.0,0.0,0,1,0.9948612538540597,1,False,False,False,1,False,False
100000000718427100,peripheral,0.2,1,0.1221,"Разовый получатель: 6 тыс ₸ от 1, дальше не переводил",1,0,6000.0,0.0,1,0,0.00028760711808089006,0.0,1.3883313769164897e-07,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,2,False,False
100000000723383100,peripheral,0.2,22,0.4427,"Признаков роли нет: вход 1 (7 тыс ₸), выход 2 (75 тыс ₸)",1,2,6800.0,75000.0,1,2,0.0003893195549175227,11.029411764705882,1.6850336281916863e-05,1,0.0002389651027728274,0.0,0.0,0.0,0,1,1.0,0,False,False,False,2,False,False
100000000724540100,peripheral,0.2,20,0.4577,"Признаков роли нет: вход 1 (50 тыс ₸), выход 1 (100 тыс ₸)",1,1,50000.0,100000.0,1,1,0.00030963471226613077,2.0,2.7292125439454592e-05,1,1.981468513870874e-05,0.0,0.0,0.0,0,1,1.0,0,False,False,False,2,False,False
100000000733373100,peripheral,0.2,4,0.2223,"Разовый получатель: 11 тыс ₸ от 1, дальше не переводил",1,0,10710.0,0.0,1,0,0.00030578139777600477,0.0,3.0923202110443495e-06,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,2,False,False
100000000733451100,peripheral,0.2,13,0.508,"Признаков роли нет: вход 1 (70 тыс ₸), выход 1 (300 тыс ₸)",1,1,70000.0,300000.0,2,1,0.0005412616148555033,4.285714285714286,3.2136761262767476e-05,0,2.4570209571998837e-05,0.0,0.0,0.0,0,1,1.0,0,False,False,False,3,False,False
100000000733940100,peripheral,0.3,31,0.3159,4-е колено: обход остановился здесь (исходящие не выгружались); получил 752 тыс ₸ от 1,1,0,752000.0,0.0,2,0,0.0004111852101832481,0.0,2.728934185972148e-07,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000000737152100,peripheral,0.3,0,0.2662,4-е колено: обход остановился здесь (исходящие не выгружались); получил 35 тыс ₸ от 1,1,0,35000.0,0.0,1,0,0.0003445071691804116,0.0,2.0463438357843445e-06,0,0.0,,0.0,0.0,0,1,1.0,0,False,True,False,4,False,True
100000000749118100,peripheral,0.2,0,0.2179,"Признаков роли нет: вход 1 (10 тыс ₸), выход 1 (16 тыс ₸)",1,1,10330.0,16500.0,1,1,0.00028615107947694863,1.5972894482090998,1.5344145326841593e-07,0,1.922024458454748e-05,0.0,0.0,0.0,0,1,1.0,0,False,False,False,3,False,False
100000000764836100,peripheral,0.2,6,0.4594,"Признаков роли нет: вход 1 (252 тыс ₸), выход 2 (50 тыс ₸)",1,2,251716.0,50000.0,1,2,0.00033678317937202955,0.1986365586613485,3.2633139957788224e-06,0,3.844048916909496e-05,0.5,0.0,0.09931827933067425,0,1,1.0,0,False,False,False,3,False,False
100000000765628100,peripheral,0.2,4,0.226,"Разовый получатель: 5 тыс ₸ от 1, дальше не переводил",1,0,5000.0,0.0,1,0,0.0003154241694621746,0.0,7.0951224647301325e-06,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,2,False,False
100000000769919100,terminal,0.6,61,0.5554,Получил 250 тыс ₸ от 1 плательщиков и не переводил дальше (колено 2 — обход продолжался бы),1,0,250000.0,0.0,1,0,0.0007354469638244255,0.0,0.0041076110516101985,1,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,2,False,False
100000000782285100,peripheral,0.2,0,0.1712,"Разовый получатель: 6 тыс ₸ от 1, дальше не переводил",1,0,6151.0,0.0,1,0,0.0003196030120468737,0.0,8.572179260345969e-07,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
100000000783406100,peripheral,0.2,35,0.0899,"Разовый получатель: 6 тыс ₸ от 1, дальше не переводил",1,0,6066.0,0.0,1,0,0.0002901959794883712,0.0,1.9401725215887164e-08,0,0.0,,0.0,0.0,0,1,1.0,0,True,False,False,3,False,False
